"","pctilleg","pctkids2par","numilleg","racepctwhite","racepctblack","pctpersdensehouse","pctfam2par","pctvacantboarded","numstreet","pcthouseless3br","malepctdivorce","mixedCommunity","immigrantCommunity","violentcrimesperpopulation"
"797",0.05,0.8,0,0.99,0,0.03,0.74,0.06,0,0.45,0.36,1,1,0.02
"798",0.09,0.49,0,0.92,0.01,0.15,0.47,0.29,0,0.58,0.74,1,1,0.08
"799",0.15,0.62,0.01,0.98,0,0.04,0.58,0.17,0,0.42,0.39,1,1,0.05
"800",0.22,0.64,0.01,0.71,0.02,0.24,0.62,0.14,0,0.55,0.71,1,1,0.05
"801",0.06,0.84,0,0.94,0.04,0.04,0.81,0,0,0.34,0.32,1,1,0.02
"802",0.39,0.47,0.02,0.43,0.66,0.16,0.55,0.2,0,0.47,0.49,2,1,0.27
"803",0.22,0.75,0.01,0.93,0.08,0.07,0.73,0.13,0,0.49,0.5,1,1,0.06
"804",0.26,0.46,0.01,0.59,0.51,0.23,0.48,0.5,0,0.43,0.45,2,1,0.5
"805",0.29,0.43,0.02,0.51,0.5,0.27,0.47,0.22,0,0.54,0.53,2,1,0.28
"806",0.16,0.67,0.01,0.83,0.06,0.14,0.62,0.11,0,0.55,0.54,1,1,0.12
"807",0.09,0.62,0,0.94,0.01,0.09,0.56,0.11,0,0.51,0.67,1,1,0.1
"808",0.17,0.68,0.01,0.83,0.2,0.04,0.65,0.1,0,0.49,0.6,2,1,0.09
"809",0.19,0.65,0.1,0.78,0.14,0.13,0.62,0.1,0.06,0.51,0.59,2,1,0.21
"810",0.02,0.88,0,0.94,0.01,1,0.85,0.11,0,0.42,0,1,2,0.02
"811",0.8,0,0.02,0.28,0.91,0.29,0.02,0.28,0.03,0.62,0.7,2,1,1
"812",0.22,0.59,0.03,0.56,0.05,0.65,0.63,0.03,0.02,0.48,0.52,2,2,0.24
"813",0.22,0.57,0.01,0.88,0.02,0.11,0.51,0.14,0.02,0.62,0.74,1,1,0.13
"814",0.09,0.69,0.01,0.93,0.08,0.04,0.66,0.18,0,0.41,0.4,1,1,0.1
"815",0.16,0.43,0,0.52,0.05,0.19,0.35,0.16,0,0.63,0.56,1,1,0.12
"816",0.06,0.84,0.01,0.69,0.11,0.15,0.85,0.07,0,0.49,0.27,1,2,0.06
"817",0.14,0.67,0,0.87,0.11,0.06,0.65,0.23,0,0.77,0.61,1,1,0.12
"818",0.17,0.76,0,0.99,0.01,0.03,0.75,0.06,0,0.48,0.36,1,1,0.06
"819",0.06,0.91,0,0.99,0,0.02,0.92,0.22,0,0.33,0.21,1,1,0.22
"820",0.65,0.3,0.02,0.5,0.62,0.23,0.32,0.03,0,0.62,0.25,2,1,0.15
"821",0.1,0.86,0,0.94,0.06,0.04,0.84,0.04,0,0.36,0.33,1,1,0.03
"822",0.75,0.16,0.06,0.36,0.79,0.22,0.17,0.31,0,0.58,0.56,2,1,0.3
"823",0.25,0.51,0.01,0.87,0.15,0.08,0.51,0.1,0,0.54,0.55,1,1,0.02
"824",0.08,0.82,0,0.82,0.1,0.2,0.81,0.16,0,0.27,0.43,2,1,0.05
"825",0.03,0.85,0,0.97,0.01,0.03,0.82,0.72,0,0.24,0.27,1,1,0.02
"826",0.03,0.87,0,0.91,0.05,0.01,0.88,0.14,0,0.25,0.45,1,1,0.02
"827",0.09,0.76,0,0.91,0.01,0.14,0.73,0.03,0,0.36,0.49,1,1,0.07
"828",0.06,0.55,0,0.98,0.01,0.06,0.54,0.01,0.01,0.7,0.72,1,1,0.26
"829",0.66,0.18,0.03,0.18,1,0.05,0.12,0.59,0,0.7,0.7,2,1,1
"830",0.22,0.61,0.02,0.74,0.02,0.48,0.61,0.28,0,0.56,0.45,2,2,0.35
"831",0.07,0.7,0.01,0.97,0.02,0.07,0.7,0.04,0,0.64,0.48,1,1,0.08
"832",0.07,0.8,0,0.95,0.03,0.04,0.78,0.02,0,0.45,0.32,1,1,0.03
"833",0.06,0.82,0,0.99,0,0.04,0.84,0.22,0,0.39,0.27,1,1,0.02
"834",0.03,0.9,0,0.99,0,0.02,0.89,0.14,0,0.26,0.18,1,1,0.03
"835",0.06,0.79,0,0.99,0.01,0.02,0.75,0.22,0,0.67,0.49,1,1,0.11
"836",0.23,0.64,0.01,0.59,0.18,0.52,0.63,0.2,0,0.46,0.46,2,2,0.29
"837",0.4,0.43,0.02,0.75,0.3,0.04,0.37,0.75,0,0.5,0.52,2,1,0.79
"838",0.09,0.72,0.01,0.88,0.01,0.24,0.7,0,0,0.58,0.56,2,2,0.13
"839",0.08,0.84,0.01,0.9,0.04,0.06,0.82,0.06,0.01,0.33,0.27,1,2,0.02
"840",0.06,0.93,0,0.99,0,0.04,0.92,0.14,0,0.2,0.23,1,1,0.01
"841",0.14,0.68,0.03,0.81,0.11,0.22,0.68,0.4,0.01,0.38,0.53,2,1,0.23
"842",0.6,0.37,0.03,0.23,0.42,0.84,0.3,0.29,0.11,0.82,0.77,2,2,1
"843",0.17,0.68,0.01,0.52,0.08,0.44,0.73,0,0,0.31,0.44,2,2,0.33
"844",0.33,0.5,0.06,0.77,0.18,0.17,0.5,0.49,0.06,0.58,0.61,2,1,0.58
"845",0.08,0.57,0.01,0.95,0.02,0.12,0.56,0.05,0.03,0.76,0.61,1,1,0.18
"846",0.4,0.54,0.09,0.31,0.06,1,0.56,0.08,0.2,0.66,0.47,2,2,0.5
"847",0.4,0.36,0.01,0.75,0.31,0.09,0.36,0.15,0,0.53,0.68,2,1,0.4
"848",0.29,0.68,0.02,0.65,0.02,0.33,0.65,0.18,0,0.42,0.56,2,1,0.34
"849",0.1,0.71,0,0.99,0.01,0.05,0.69,0.05,0,0.37,0.46,1,1,0.05
"850",0.01,0.94,0,0.84,0.01,0.05,0.94,0.06,0,0.15,0.22,1,1,0.04
"851",0.11,0.7,0.01,0.69,0.06,0.25,0.64,0.13,0,0.59,0.25,1,2,0.06
"852",0.06,0.85,0,0.98,0.02,0.05,0.87,0.5,0,0.33,0.35,1,1,0.04
"853",0.15,0.57,0,0.99,0.01,0.02,0.52,0.12,0,0.37,0.55,1,1,0.05
"854",0.04,0.93,0,0.97,0.01,0.02,0.9,0,0,0.36,0.23,1,1,0.01
"855",0.21,0.55,0.03,0.7,0.01,0.74,0.6,0.53,0.01,0.64,0.33,2,2,0.31
"856",1,0.03,0.03,0.31,0.86,0.11,0.03,0.46,0,0.65,0.74,2,1,0.62
"857",0.32,0.59,0.02,0.69,0.05,0.39,0.58,0.06,0,0.58,0.41,2,2,0.2
"858",0.83,0.24,0.07,0.27,0.91,0.17,0.23,0.6,0,0.56,0.63,2,1,0.6
"859",0.53,0.35,0.06,0.61,0.47,0.1,0.33,0.97,0,0.47,0.9,2,1,0.97
"860",0.14,0.6,0.01,0.68,0.02,0.52,0.66,1,0,0.57,0.42,2,1,0.28
"861",0.12,0.72,0,0.94,0.03,0.04,0.71,0.11,0,0.47,0.39,1,1,0.13
"862",0.41,0.37,0.02,0.57,0.02,0.55,0.41,0.31,0,0.48,0.38,2,2,0.07
"863",0.36,0.44,0.01,0.78,0.26,0.1,0.44,0.14,0,0.62,0.6,2,1,0.26
"864",0.05,0.76,0,0.98,0,0.09,0.75,0.27,0,0.4,0.39,1,1,0.07
"865",0.17,0.53,0.01,0.34,0,1,0.6,0.5,0.02,0.58,0.21,2,2,0.29
"866",0.12,0.6,0,0.92,0.03,0.18,0.57,0.21,0.01,0.41,0.54,1,1,0.04
"867",0.72,0.32,0.06,0.4,0.74,0.25,0.36,0.28,0,0.57,0.54,2,1,0.85
"868",0.4,0.26,0.04,0.73,0.32,0.18,0.26,0.22,0.02,0.8,0.85,2,1,0.76
"869",0.19,0.59,0.05,0.68,0.15,0.37,0.58,0.08,0,0.73,0.68,2,2,0.17
"870",0.65,0.41,0.08,0.6,0.42,0.22,0.42,0.42,0.02,0.58,0.38,2,2,0.65
"871",0.59,0.29,0.04,0.26,0.89,0.32,0.25,0.07,0,0.93,0.52,2,2,0.54
"872",0.44,0.46,0.04,0.48,0.12,0.55,0.48,0.15,0,0.5,0.51,2,2,0.36
"873",0.01,0.92,0,0.97,0.01,0.06,0.94,0.13,0,0.11,0.24,1,1,0.13
"874",0.02,0.94,0,0.93,0.04,0.08,0.94,0,0,0.11,0.29,1,1,0.18
"875",0.34,0.45,0.03,0.64,0.4,0.13,0.43,0.12,0.02,0.78,0.75,2,1,0.35
"876",0.06,0.81,0,0.87,0.08,0.08,0.81,0,0,0.36,0.41,1,1,0.06
"877",0.47,0.41,0.02,0.47,0.67,0.21,0.47,0.11,0,0.44,0.52,2,1,0.28
"878",0.26,0.63,0.01,0.73,0.24,0.08,0.58,0.03,0.01,0.67,0.22,2,2,0.28
"879",0.15,0.72,0.01,0.98,0.02,0.06,0.71,0.15,0,0.4,0.48,1,1,0.08
"880",0.18,0.63,0,0.9,0.11,0.05,0.55,0.08,0,0.55,0.27,1,1,0.14
"881",0.08,0.59,0,0.96,0,0.14,0.57,0.18,0,0.76,0.53,1,1,0.1
"882",0.13,0.75,0,0.83,0.2,0.09,0.72,0.03,0,0.39,0.45,2,1,0.06
"883",0.05,0.83,0,0.86,0.03,0.08,0.8,0.03,0,0.33,0.44,1,1,0.06
"884",0.35,0.46,0.03,0.53,0.37,0.12,0.45,0.29,0,0.56,0.68,2,1,0.48
"885",0.11,0.57,0,0.93,0.07,0.07,0.55,0.18,0,0.55,0.67,1,1,0.09
"886",0.28,0.55,0.04,0.6,0.02,0.46,0.59,0.15,0,0.59,0.46,2,2,0.19
"887",0.29,0.6,0.06,0.39,0.17,0.61,0.64,0.12,0,0.42,0.43,2,2,0.26
"888",0.04,0.84,0,0.99,0.01,0.01,0.8,0.12,0,0.42,0.31,1,1,0.02
"889",0.03,0.95,0,0.93,0.01,0.02,0.94,0,0,0.21,0.13,1,1,0.08
"890",0.14,0.68,0.01,0.88,0.02,0.17,0.65,0.12,0.03,0.45,0.57,2,1,0.22
"891",0.15,0.72,0.01,0.81,0.06,0.1,0.67,0.05,0,0.7,0.29,1,2,0.2
"892",0.1,0.88,0,0.9,0.05,0.04,0.85,0.08,0,0.35,0.28,1,1,0.03
"893",0.05,0.88,0,0.98,0.01,0.03,0.86,0,0,0.07,0.19,1,1,0.03
"894",0.14,0.78,0,0.96,0.01,0.08,0.72,0.05,0,0.63,0.13,1,1,0.02
"895",0.22,0.65,0.01,0.83,0.2,0.09,0.64,0.04,0,0.52,0.33,2,1,0.11
"896",0.16,0.85,0,0.83,0.15,0.08,0.82,0.06,0,0.43,0.45,1,1,0.08
"897",0.16,0.78,0,0.68,0.31,0.19,0.79,0.14,0,0.53,0.23,2,1,0.24
"898",0.27,0.51,0.02,0.87,0.1,0.09,0.49,0.1,0.02,0.57,0.56,1,1,0.22
"899",0.18,0.62,0.01,0.76,0.28,0.17,0.62,0.09,0,0.55,0.54,2,1,0.5
"900",0.41,0.38,0.03,0.89,0.12,0.06,0.36,0.71,0,0.61,0.73,1,1,0.26
"901",0.15,0.78,0.01,0.89,0.09,0.05,0.78,0.05,0,0.43,0.33,1,1,0.09
"902",0.06,0.83,0,0.96,0.03,0.06,0.81,0.05,0,0.38,0.32,1,1,0.02
"903",0.13,0.68,0.01,0.94,0.06,0.06,0.65,0.06,0,0.52,0.43,1,1,0.55
"904",0.1,0.72,0,0.96,0.02,0.05,0.66,0.11,0,0.47,0.3,1,1,0.18
"905",0.05,0.87,0.01,0.86,0.02,0.13,0.85,0.01,0,0.3,0.32,1,2,0.09
"906",0.08,0.83,0,0.97,0.02,0.08,0.81,0.32,0,0.62,0.49,1,1,0.09
"907",0.3,0.51,0.07,0.42,0.19,0.51,0.52,0.1,0.04,0.63,0.6,2,2,0.46
"908",0.18,0.75,0,0.77,0.17,0.11,0.7,0.16,0,0.69,0.34,1,2,0.04
"909",0.05,0.84,0,0.98,0,0.06,0.79,0.09,0,0.41,0.22,1,1,0.07
"910",0.6,0.36,0.55,0.49,0.58,0.14,0.36,0.57,0.22,0.58,0.74,2,1,1
"911",0.03,0.98,0,0.82,0.01,0.01,0.98,0.52,0,0.03,0.04,1,1,0.04
"912",0.18,0.75,0,0.99,0.01,0.09,0.72,0.03,0,0.43,0.35,1,1,0.04
"913",0.04,0.8,0,0.96,0.02,0.02,0.8,0.06,0,0.45,0.46,1,1,0.13
"914",0.24,0.59,0.02,0.81,0.15,0.29,0.62,0.29,0,0.7,0.49,2,2,0.16
"915",0.05,0.87,0,0.87,0.01,0.41,0.83,0.02,0,0.61,0.2,1,2,0.04
"916",0.02,0.88,0,0.92,0.02,0.06,0.82,0.04,0,0.39,0.46,1,1,0.12
"917",0.08,0.83,0.01,0.91,0.04,0.04,0.8,0.03,0,0.38,0.2,1,2,0.09
"918",1,0,0.04,0,1,0.3,0,0.74,0,0.49,0.4,2,1,0.53
"919",0.1,0.75,0.01,0.91,0.02,0.14,0.67,0.26,0,0.5,0.53,1,1,0.14
"920",0.08,0.68,0.02,0.94,0.01,0.06,0.64,0.01,0,0.53,0.55,1,1,0.1
"921",0.35,0.37,0.01,0.75,0.3,0.16,0.39,0.1,0,0.89,0.71,2,1,0.45
"922",0.02,0.96,0,0.93,0.03,0.01,0.96,0.05,0,0.38,0.36,1,1,0.03
"923",0.15,0.71,0,0.99,0.01,0.06,0.68,0.21,0,0.36,0.31,1,1,0.28
"924",0.11,0.76,0.01,0.84,0.08,0.09,0.75,0.07,0,0.63,0.3,1,2,0.15
"925",0.15,0.61,0,0.6,0.11,0.29,0.64,0.37,0,0.61,0.46,2,1,0.39
"926",0.2,0.65,0.01,0.97,0.02,0.06,0.61,0.04,0,0.61,0.52,1,1,0.03
"927",0.26,0.6,0.02,0.75,0.06,0.27,0.56,0.06,0.04,0.6,0.61,2,2,0.23
"928",0.23,0.62,0.01,0.87,0.07,0.16,0.63,0.52,0,0.52,0.55,1,1,0.1
"929",0.31,0.54,0.01,0.89,0.13,0.04,0.52,0.38,0,0.55,0.52,1,1,0.22
"930",0.19,0.67,0.01,0.64,0.1,0.29,0.69,0.1,0,0.39,0.49,2,2,0.26
"931",0.05,0.83,0,0.98,0.01,0.04,0.84,0.04,0,0.4,0.21,1,1,0.03
"932",0.26,0.45,0.01,0.5,0.2,0.45,0.49,0.2,0.02,0.56,0.68,2,2,0.43
"933",0.1,0.72,0.01,0.89,0.01,0.09,0.68,0.36,0,0.45,0.62,1,2,0.11
"934",0.08,0.82,0,0.82,0.12,0.06,0.85,0.26,0,0.13,0.18,1,1,0.1
"935",0.11,0.73,0,0.96,0.02,0.06,0.64,0.04,0,0.55,0.46,1,1,0.03
"936",0.09,0.86,0,0.96,0.02,0.03,0.82,0.04,0,0.38,0.23,1,1,0.07
"937",0.14,0.67,0.01,0.77,0.05,0.34,0.71,0.38,0,0.25,0.43,2,2,0.16
"938",0.03,0.88,0,0.91,0.05,0.03,0.85,0.06,0,0.26,0.31,1,1,0.06
"939",0.1,0.68,0.01,0.92,0,0.16,0.64,0.1,0,0.52,0.55,1,1,0.18
"940",0.1,0.77,0,0.98,0.01,0.06,0.76,0,0,0.23,0.38,1,1,0.06
"941",0.26,0.54,0.01,0.94,0.05,0.03,0.47,0.13,0,0.42,0.52,1,1,0.2
"942",0.13,0.61,0.01,0.77,0.04,0.35,0.63,0.1,0,0.59,0.62,2,1,0.14
"943",0.15,0.68,0.01,0.85,0.16,0.03,0.61,0.03,0,0.62,0.47,1,1,0.15
"944",0.04,0.89,0,0.86,0.11,0.02,0.9,0.05,0,0.19,0.24,1,2,0.04
"945",0.3,0.6,0.02,0.52,0.44,0.24,0.64,1,0,0.36,0.46,2,1,0.16
"946",0.96,0.18,0.74,0.4,0.74,0.17,0.14,0.61,0.05,0.76,0.71,2,1,0.64
"947",0.08,0.89,0,0.21,0.13,0.44,0.93,0.03,0,0.15,0.16,2,2,0.2
"948",0.79,0.34,0.06,0.45,0.66,0.17,0.35,0.1,0.02,0.61,0.35,2,1,0.65
"949",0.06,0.76,0,0.62,0.32,0.26,0.78,0.04,0,0.41,0.31,2,2,0.17
"950",0.04,0.78,0,0.79,0.13,0.11,0.74,0.01,0,0.61,0.37,2,2,0.14
"951",0.12,0.8,0,0.99,0.01,0.07,0.82,0.2,0,0.4,0.24,1,1,0.27
"952",0.13,0.5,0.01,0.96,0.05,0.09,0.48,0.35,0,0.62,0.74,1,1,0.12
"953",0.67,0.23,0.02,0.07,1,0.21,0.26,0.22,0,0.49,0.32,2,1,0.74
"954",0.77,0.29,0.02,0.49,0.58,0.4,0.41,0.91,0,0.59,0.66,2,2,0.73
"955",0.29,0.69,0.01,0.83,0.01,0.41,0.69,0.38,0,0.74,0.34,2,2,0.24
"956",1,0,0.11,0,1,0.38,0.01,1,0,0.5,0.71,2,1,1
"957",0.11,0.76,0,0.99,0.01,0.12,0.79,0.18,0,0.3,0.43,1,1,0.03
"958",0.28,0.54,0.01,0.85,0.07,0.22,0.49,0.07,0.33,1,0.7,2,2,1
"959",0.25,0.45,0.02,0.88,0.16,0.06,0.43,0.69,0,0.47,0.52,1,1,0.21
"960",0.47,0.39,0.18,0.37,0.74,0.21,0.41,0.21,0.04,0.49,0.61,2,1,0.25
"961",0.16,0.45,0.01,0.77,0.29,0.07,0.45,0.15,0,0.47,0.66,2,1,0.26
"962",0.69,0.34,0.1,0.43,0.69,0.16,0.37,0.23,0.03,0.58,0.44,2,1,0.51
"963",0.07,0.74,0,0.99,0.01,0.06,0.69,0,0,0.52,0.37,1,1,0.01
"964",0.06,0.89,0,0.98,0.01,0.03,0.89,0.17,0,0.23,0.24,1,1,0.03
"965",0.04,0.97,0,0.99,0.01,0.01,0.95,0.14,0,0.08,0.1,1,1,0.01
"966",0.13,0.74,0.01,0.78,0.14,0.29,0.76,0.22,0,0.31,0.6,2,1,0.16
"967",0.41,0.41,0.11,0.31,0.8,0.21,0.43,0.56,0.12,0.54,0.67,2,1,0.52
"968",0.14,0.84,0.01,0.86,0.03,0.23,0.8,0.07,0,0.35,0.35,2,1,0.1
"969",0.08,0.6,0,0.91,0.05,0.13,0.61,0.07,0,0.43,0.69,2,1,0.24
"970",0.32,0.48,0.01,0.72,0.34,0.13,0.5,0.06,0,0.49,0.63,2,1,0.3
"971",0.99,0.1,1,0.23,0.91,0.13,0.08,1,0.24,0.61,0.83,2,1,0.69
"972",0.08,0.92,0,0.93,0.01,0.03,0.89,0.06,0,0.24,0.24,1,2,0.09
"973",0.05,0.61,0,0.99,0.01,0.08,0.61,0.17,0,0.62,0.55,1,1,0.22
"974",1,0.21,0.09,0,1,0.48,0.27,0.42,0.04,0.54,0.54,2,2,0.65
"975",0.12,0.78,0.01,0.8,0.18,0.05,0.78,0.22,0,0.37,0.22,2,1,0.17
"976",0.11,0.75,0,0.94,0.06,0.07,0.75,0.15,0,0.39,0.28,1,1,0.09
"977",1,0.07,0.05,0,1,0.4,0,0.23,0.01,0.84,0.89,2,2,0.77
"978",0.4,0.35,0.01,0.72,0.3,0.31,0.38,0.84,0,0.65,0.77,2,1,0.33
"979",0.75,0.25,0.23,0.54,0.29,0.28,0.22,0.58,0.1,0.69,0.44,2,2,0.38
"980",0.15,0.56,0.01,0.98,0.01,0.05,0.5,0.05,0,0.63,0.66,1,1,0.07
"981",0.12,0.62,0,0.96,0.01,0.17,0.59,0.16,0,0.49,0.62,1,1,0.19
"982",0.25,0.53,0.01,0.98,0.01,0.04,0.45,0.23,0,0.63,0.48,1,1,0.09
"983",0.3,0.54,0.01,0.85,0.19,0.14,0.56,0.12,0,0.55,0.6,2,1,0.21
"984",0.16,0.68,0.01,0.95,0.06,0.06,0.68,0.16,0,0.36,0.46,1,1,0.08
"985",0.08,0.73,0.01,0.96,0.02,0.06,0.72,0.02,0,0.62,0.37,1,1,0.1
"986",0.08,0.92,0,0.96,0.01,0.02,0.9,0.14,0,0.2,0.22,1,1,0.05
"987",0.21,0.67,0.02,0.14,0.17,0.69,0.71,0.05,0.01,0.45,0.35,2,2,0.23
"988",0.08,0.92,0,0.93,0.03,0.03,0.91,0.04,0,0.41,0.21,1,1,0.08
"989",0.04,0.9,0,0.98,0.01,0.01,0.87,0.12,0,0.26,0.15,1,1,0.02
"990",0.1,0.74,0,0.97,0,0.08,0.69,0.08,0,0.59,0.34,1,1,0.08
"991",0.15,0.6,0,0.88,0.14,0.07,0.57,0.03,0,0.53,0.57,1,1,0.12
"992",0.7,0.29,0.06,0.32,0.85,0.26,0.33,0.18,0,0.47,0.57,2,1,0.4
"993",0.27,0.5,0.01,0.74,0.31,0.08,0.47,0.03,0,0.59,0.65,2,1,0.45
"994",0.13,0.69,0,0.99,0,0.03,0.62,0.05,0,0.46,0.42,1,1,0.05
"995",0.21,0.7,0,0.74,0.17,0.13,0.7,0.37,0,0.52,0.14,1,2,0.03
"996",0.38,0.31,0.01,0.56,0.54,0.13,0.33,0.44,0,0.66,0.74,2,1,0.36
"997",0.07,0.72,0,0.97,0,0.13,0.71,0.03,0,0.44,0.48,1,1,0.08
"998",0.15,0.67,0,0.91,0,0.11,0.6,0.31,0,0.56,0.52,2,1,0.07
"999",0.84,0.42,0.11,0,0.46,1,0.47,0.4,0,0.88,0.34,2,2,1
"1000",0.08,0.89,0,0.96,0.02,0.06,0.88,0.21,0,0.3,0.29,1,1,0.04
"1001",0.17,0.74,0.02,0.93,0.01,0.1,0.7,0.03,0,0.53,0.46,1,1,0.06
"1002",0.59,0.37,0.03,0.38,0.76,0.23,0.4,0.36,0,0.46,0.56,2,1,1
"1003",0.15,0.54,0.02,0.86,0.06,0.2,0.48,0.03,0,0.67,0.67,2,2,0.2
"1004",0.19,0.57,0.02,0.91,0.02,0.13,0.52,0.18,0.03,0.65,0.53,1,1,0.14
"1005",0.76,0.35,0.18,0.26,0.89,0.14,0.32,0.31,0,0.65,0.55,2,2,0.48
"1006",0.03,0.83,0,0.08,0.25,0.36,0.86,0.04,0,0.37,0.29,2,2,0.13
"1007",0.88,0.13,0.36,0.36,0.79,0.13,0.12,1,0.01,0.61,0.88,2,1,0.67
"1008",0.08,0.86,0,0.96,0.02,0.03,0.83,0.02,0,0.38,0.33,1,1,0.04
"1009",0.38,0.48,0.02,0.83,0.16,0.06,0.42,0.07,0,0.58,0.51,1,1,0.49
"1010",0.19,0.79,0,0.66,0.19,0.23,0.78,0.18,0,0.27,0.39,2,2,0.05
"1011",0.07,0.9,0,0.84,0.04,0.11,0.88,0.06,0,0.26,0.34,1,2,0.02
"1012",0.47,0.5,0.04,0.3,0.08,1,0.54,0.5,0.02,0.72,0.45,2,2,0.39
"1013",0.57,0.29,0.03,0.59,0.33,0.21,0.28,0.38,0,0.7,0.58,2,1,0.29
"1014",0,0.95,0,0.95,0.02,0.01,0.93,0,0,0.1,0.05,1,1,0.02
"1015",0.19,0.6,0,0.55,0.12,0.25,0.54,0.11,0,0.84,0.55,2,2,0.25
"1016",0.32,0.5,0.03,0.64,0.44,0.08,0.5,0.09,0,0.55,0.57,2,1,0.23
"1017",0.06,0.64,0,0.96,0.03,0.05,0.63,0.04,0,0.49,0.45,1,1,0.01
"1018",0.13,0.74,0.01,0.83,0.02,0.26,0.75,0.04,0,0.32,0.43,2,2,0.12
"1019",0.19,0.64,0.04,0.57,0.07,0.39,0.63,0.02,0,0.67,0.59,2,2,0.1
"1020",0.05,0.87,0,0.91,0.08,0.02,0.83,0.05,0,0.33,0.29,1,2,0.04
"1021",0.57,0.4,0.05,0.45,0.65,0.37,0.42,0.39,0,0.57,0.53,2,1,0.14
"1022",0.21,0.45,0.01,0.81,0.01,0.35,0.38,0.29,0.01,0.76,0.75,2,2,0.2
"1023",0.12,0.72,0.01,0.84,0.03,0.16,0.71,0.09,0,0.33,0.51,2,2,0.13
"1024",0.1,0.82,0,0.96,0,0.09,0.76,0,0,0.4,0.33,1,1,0.03
"1025",0.06,0.77,0,0.96,0,0.2,0.71,0.13,0,0.47,0.59,1,1,0.11
"1026",0.79,0.19,0.04,0.33,0.84,0.22,0.22,0.88,0.01,0.65,0.64,2,1,1
"1027",0.12,0.78,0,0.98,0.02,0.05,0.74,0.02,0,0.47,0.5,1,1,0.28
"1028",0.08,0.96,0,0.98,0.01,0.03,0.94,0,0,0.19,0.14,1,1,0.01
"1029",0.46,0.57,0.04,0.78,0.19,0.11,0.54,0.22,0.01,0.61,0.35,2,2,0.24
"1030",0.31,0.53,0.37,0.65,0.07,0.64,0.58,0.4,0.22,0.47,0.43,2,2,0.43
"1031",0.28,0.57,0.01,0.47,0.58,0.26,0.57,0.44,0,0.44,0.56,2,1,0.2
"1032",0.09,0.81,0,0.97,0.02,0.04,0.8,0.19,0,0.3,0.28,1,1,0.08
"1033",0.04,0.81,0,0.94,0.06,0.02,0.82,0.05,0,0.95,0.14,1,1,0.04
"1034",0.14,0.69,0.01,0.89,0.01,0.13,0.66,0.08,0,0.43,0.57,2,1,0.07
"1035",0.78,0.58,0.02,0.49,0.48,0.16,0.61,0.08,0,0.54,0.84,2,1,0.05
"1036",0.05,0.98,0,0.9,0.06,0.03,0.99,0.11,0,0.28,0.04,1,1,0.04
"1037",0.03,0.96,0,0.92,0.01,0.03,0.95,0.09,0,0.25,0.13,1,2,0.02
"1038",0.24,0.69,0.03,0.85,0.07,0.12,0.67,0.11,0,0.53,0.38,2,2,0.4
"1039",0.21,0.43,0,0.88,0.02,0.16,0.36,0.03,0.01,0.66,0.38,1,1,0.16
"1040",0.42,0.33,0.01,0.54,0.59,0.17,0.36,0.32,0,0.53,0.63,2,1,0.57
"1041",0.32,0.42,0.01,0.71,0.36,0.12,0.43,0.19,0,0.62,0.63,2,1,0.2
"1042",0.66,0.17,0.11,0.54,0.56,0.35,0.25,0.08,0.15,0.87,0.76,2,2,1
"1043",0.1,0.76,0,0.97,0,0.07,0.71,0.09,0,0.37,0.33,1,1,0.02
"1044",0.1,0.83,0,0.87,0.11,0.03,0.8,0.32,0,0.21,0.25,1,1,0.08
"1045",1,0,1,0,1,0.38,0,1,0.3,0.76,0.76,2,2,1
"1046",0.1,0.81,0,0.99,0.01,0.02,0.77,0,0,0.4,0.35,1,1,0.06
"1047",0.04,0.85,0,1,0,0.04,0.8,0.05,0,0.43,0.36,1,1,0.07
"1048",0.05,0.8,0,0.87,0.02,0.09,0.78,0.05,0,0.48,0.48,1,1,0.08
"1049",0.06,0.88,0,0.95,0.02,0.03,0.86,0,0,0.25,0.23,1,1,0.05
"1050",0.14,0.55,0,0.98,0.02,0.05,0.59,0.32,0,0.57,0.65,1,1,0.02
"1051",0.23,0.65,0.07,0.86,0.08,0.14,0.61,0.07,0.01,0.6,0.37,1,2,0.13
"1052",0.43,0.41,0.03,0.65,0.42,0.23,0.42,0.26,0.05,0.5,0.67,2,1,0.45
"1053",1,0.13,0.03,0.35,0.78,0.16,0.12,1,0,0.41,0.54,2,1,0.44
"1054",0.47,0.3,0.02,0.94,0.07,0.26,0.3,0.51,0.01,0.76,0.88,1,1,0.45
"1055",0.09,0.62,0,0.89,0.04,0.54,0.61,0.06,0,0.62,0.7,2,2,0.39
"1056",0.27,0.59,0.06,0.78,0.03,0.47,0.6,0.07,0.04,0.66,0.54,2,2,0.26
"1057",0.73,0.38,0.09,0.12,0.55,0.88,0.34,0.1,0,0.89,0.72,2,2,1
"1058",0.09,0.74,0,0.92,0.07,0.05,0.71,0.05,0,0.38,0.45,1,1,0.32
"1059",0.19,0.57,0.05,0.51,0.09,0.5,0.6,0.08,0.03,0.63,0.54,2,2,0.3
"1060",0.14,0.62,0.01,0.87,0.02,0.2,0.6,0.07,0,0.64,0.59,2,2,0.31
"1061",0.32,0.58,0.47,0.43,0.09,0.68,0.63,0.16,0.33,0.51,0.49,2,2,0.27
"1062",0.06,0.86,0.01,0.89,0.04,0.04,0.83,0.02,0,0.35,0.18,1,2,0.11
